Age,Education Level,Years of Experience,Industry,Role,Hours Worked per Week,Job Satisfaction,Number of Projects Completed,Performance
20,1,31,2,2,28,4,1,0
29,4,28,4,2,32,2,16,0
18,3,35,5,1,26,3,3,0
61,1,40,3,4,37,5,7,0
22,4,31,4,7,55,5,10,1
47,1,10,4,1,42,2,4,0
47,2,39,3,1,30,3,5,0
34,2,43,3,7,49,4,0,0
64,2,28,4,2,54,1,16,0
40,3,33,1,8,38,3,15,0
32,2,19,5,6,30,5,3,0
54,3,14,2,7,50,2,9,0
38,1,22,2,5,60,1,4,0
31,1,33,4,3,28,3,6,0
19,1,27,1,3,60,2,14,0
28,1,26,3,3,36,4,6,0
56,2,45,5,7,31,3,7,0
55,1,21,3,7,32,2,16,0
51,2,7,2,2,52,3,5,0
55,1,28,2,4,29,2,7,0
51,1,18,4,7,43,2,8,0
35,2,31,2,3,34,1,3,0
47,3,0,3,3,32,5,15,0
32,2,2,5,8,60,1,17,0
44,3,25,2,8,44,3,17,0
51,4,6,1,4,34,5,12,0
55,2,25,2,9,64,1,14,0
50,3,26,4,1,26,5,9,0
41,4,18,5,3,62,4,5,1
32,3,3,2,9,47,5,19,0
47,2,43,5,8,37,3,10,0
59,4,26,3,9,32,3,2,0
34,3,36,3,4,29,4,5,0
22,2,13,5,2,62,4,9,1
46,3,7,2,9,43,2,13,0
21,1,0,2,5,64,2,8,0
27,1,7,3,7,61,1,4,0
34,1,37,2,4,41,5,4,0
27,4,28,3,4,21,4,14,0
34,4,33,2,1,32,4,11,0
37,2,6,5,1,44,4,0,0
41,4,4,1,2,39,5,1,0
22,3,19,2,1,46,4,2,0
51,4,21,3,4,60,2,12,0
23,4,3,1,8,28,5,2,0
19,4,0,3,6,34,3,18,0
30,1,31,4,7,48,5,12,0
60,2,41,3,1,40,5,11,0
60,4,18,3,3,49,1,6,0
28,2,40,5,8,20,1,18,0
64,3,22,4,5,20,2,6,0
40,2,17,2,5,36,2,13,0
33,2,5,2,3,35,1,8,0
48,4,14,2,8,43,5,10,1
28,3,11,5,4,62,2,1,0
33,1,28,4,2,49,5,13,0
25,3,45,3,5,21,2,17,0
21,1,23,1,9,41,1,11,0
57,1,12,2,1,26,3,10,0
21,1,38,4,4,43,5,11,0
42,1,29,5,7,61,3,14,0
20,2,8,2,1,21,4,19,0
49,1,1,1,6,63,4,1,0
20,2,9,5,7,41,2,10,0
44,3,10,2,5,24,3,5,0
46,1,13,5,4,50,2,4,0
49,4,6,1,2,38,2,8,0
36,1,23,4,8,20,3,8,0
38,1,5,3,1,40,5,2,0
22,1,7,3,6,36,3,5,0
35,1,40,4,4,57,3,6,0
45,4,24,4,8,39,2,8,0
59,3,4,3,2,44,1,10,0
39,1,24,3,5,52,4,3,0
38,4,3,1,3,35,3,5,0
23,4,2,1,6,29,1,3,0
18,3,6,1,4,27,3,5,0
22,3,42,2,3,41,3,5,0
58,3,43,2,2,52,4,1,0
29,4,21,3,2,45,1,12,0
43,2,23,1,7,50,1,16,0
63,2,17,4,1,43,2,0,0
51,4,16,4,7,63,4,4,0
31,1,7,1,8,30,4,0,0
43,4,14,2,8,63,2,14,0
62,4,31,2,9,24,3,16,0
44,3,41,5,7,32,2,14,0
26,3,41,3,4,46,5,8,1
43,1,39,5,8,58,5,9,0
64,4,7,1,2,60,4,14,1
39,1,27,3,7,57,1,1,0
64,3,20,4,2,53,5,17,1
47,4,42,1,8,60,4,8,1
60,4,3,2,6,37,5,1,0
34,2,34,5,5,38,3,5,0
43,3,44,2,8,51,3,0,0
53,1,4,2,8,27,1,12,0
18,4,19,5,7,49,4,2,0
25,3,8,2,6,59,3,19,0
52,1,46,3,6,50,4,13,0
32,2,9,3,2,24,5,18,0
64,3,29,3,2,59,1,4,0
39,1,45,3,2,33,5,9,0
31,4,1,1,3,22,1,8,0
43,3,0,5,3,59,5,4,0
45,2,12,5,4,62,1,15,0
40,3,23,3,6,38,1,15,0
31,1,17,2,4,56,1,0,0
41,1,42,5,4,50,2,16,0
19,3,32,4,7,31,2,12,0
62,3,4,4,7,59,5,14,0
43,1,36,4,7,52,2,10,0
31,4,1,1,3,46,1,19,0
24,1,37,2,8,31,1,3,0
20,3,34,1,2,53,4,4,0
64,4,16,4,8,56,5,1,0
40,2,32,5,2,55,4,3,0
63,1,8,4,2,26,4,2,0
60,2,30,1,6,48,2,9,0
64,4,6,4,1,37,2,10,0
62,2,15,3,9,51,5,13,1
35,2,29,3,1,63,2,2,0
55,4,7,1,9,28,2,13,0
52,4,46,4,4,56,3,10,0
32,1,23,3,3,25,2,8,0
42,2,14,4,2,55,5,8,1
54,3,12,3,3,63,5,18,1
45,3,14,5,3,44,5,11,1
27,4,34,5,4,27,4,12,0
56,3,42,1,3,47,5,16,1
34,1,9,2,3,27,3,2,0
56,4,2,3,8,47,1,15,0
39,4,32,3,4,55,3,14,0
43,2,27,1,5,54,5,4,0
61,4,26,3,9,34,4,13,0
42,3,20,5,9,59,1,19,0
34,4,14,1,3,44,2,7,0
30,2,7,2,1,61,1,10,0
37,1,6,1,5,35,3,6,0
42,3,29,2,5,36,5,1,0
21,4,18,5,3,48,3,17,0
27,1,13,1,7,61,1,16,0
20,2,29,4,3,27,5,2,0
58,2,15,4,6,53,1,11,0
62,1,23,5,7,33,3,13,0
35,2,18,3,6,61,2,8,0
64,2,18,1,8,41,4,10,1
53,2,19,4,8,28,1,10,0
64,2,11,3,7,34,5,6,0
39,4,45,5,4,60,1,8,0
51,1,27,4,9,54,4,19,0
64,1,38,3,1,48,1,9,0
25,2,18,1,9,45,4,16,1
57,2,12,3,1,59,1,16,0
61,1,23,4,7,58,1,13,0
36,4,35,1,8,36,4,8,0
59,3,33,4,6,64,2,10,0
58,4,23,1,5,49,1,10,0
54,4,26,2,5,57,2,3,0
23,3,41,4,6,50,4,2,0
43,2,18,2,5,24,3,16,0
51,4,22,5,4,47,2,5,0
62,2,40,1,7,64,4,4,0
23,3,38,4,4,49,4,1,0
54,4,28,5,2,43,2,4,0
50,3,39,5,8,44,5,0,0
39,1,36,3,9,31,2,12,0
38,2,19,2,5,56,2,0,0
23,4,25,4,1,62,4,14,1
23,1,14,1,5,49,1,10,0
21,4,11,1,2,22,5,1,0
47,2,16,1,2,37,3,2,0
28,2,4,3,1,62,4,17,0
47,1,43,5,4,56,4,13,0
48,2,24,3,1,24,2,17,0
41,3,40,3,7,55,5,6,1
26,3,11,5,7,42,4,9,1
20,1,38,5,5,39,4,19,0
48,3,2,3,4,25,5,6,0
57,2,34,4,4,38,5,0,0
54,1,22,4,4,20,4,19,0
53,4,14,2,4,32,1,4,0
41,3,46,2,9,51,1,18,0
48,1,17,3,7,41,1,6,0
23,1,1,2,3,21,4,18,0
19,2,24,5,9,31,2,18,0
37,2,39,2,5,34,5,7,0
45,1,4,2,9,45,4,6,0
28,3,14,1,1,42,5,13,1
21,3,44,5,1,61,5,16,1
32,1,25,1,4,38,1,7,0
23,1,22,1,8,53,4,6,0
47,4,2,2,9,45,5,19,0
55,4,17,3,1,21,3,1,0
19,3,7,5,6,42,2,18,0
32,2,32,5,1,56,1,10,0
28,4,43,1,5,41,3,2,0
25,1,30,5,4,57,2,16,0
43,4,1,3,3,33,1,1,0
62,2,18,2,7,57,3,14,0
61,2,1,3,8,53,5,3,0
22,2,39,1,9,27,3,4,0
23,1,3,5,2,39,3,14,0
43,3,15,3,3,33,5,5,0
21,2,38,3,1,60,5,13,1
36,2,39,4,2,22,3,1,0
37,3,35,4,1,56,3,6,0
50,3,11,3,8,60,2,19,0
37,2,36,5,9,38,3,13,0
29,2,14,3,5,55,3,2,0
64,1,26,3,5,61,2,19,0
18,1,4,4,5,24,5,10,0
43,3,46,1,3,42,1,8,0
31,2,8,2,1,29,4,3,0
55,3,22,2,8,59,5,6,1
54,3,22,1,5,64,1,3,0
28,4,6,2,4,58,2,6,0
53,1,17,1,6,57,2,18,0
30,4,18,5,9,57,5,2,0
60,4,29,4,3,39,2,14,0
20,3,45,5,6,63,1,14,0
50,1,45,5,9,31,5,19,0
23,4,18,2,9,34,1,0,0
27,1,20,2,3,63,2,15,0
22,4,8,2,7,33,5,15,0
40,4,41,1,3,40,1,19,0
27,3,30,1,7,24,1,7,0
61,1,4,5,8,34,5,15,0
19,4,29,5,4,54,1,16,0
30,2,26,3,4,21,4,8,0
57,2,20,1,5,57,4,0,0
19,1,28,2,5,63,2,14,0
37,2,34,4,3,25,4,3,0
18,3,32,1,5,22,3,2,0
54,1,16,5,5,34,3,4,0
26,2,34,5,5,47,3,2,0
34,1,40,5,9,53,2,5,0
26,3,16,2,1,22,1,7,0
28,1,10,5,6,30,5,19,0
32,2,38,3,9,45,5,14,1
41,3,30,1,4,37,4,6,0
55,3,44,4,3,43,1,6,0
52,3,30,3,4,25,3,2,0
47,3,6,2,8,30,3,11,0
48,4,28,5,6,52,5,7,1
22,3,41,2,1,33,1,3,0
61,3,37,2,1,54,5,2,0
31,4,19,1,7,42,3,2,0
28,3,42,2,8,35,3,5,0
26,2,2,5,5,46,4,9,0
51,1,42,1,2,63,1,8,0
29,1,8,1,5,23,3,2,0
52,1,32,5,9,49,3,1,0
52,3,34,2,4,37,1,0,0
18,4,25,1,3,36,2,13,0
57,1,45,5,7,35,5,5,0
39,4,2,5,9,24,5,17,0
46,1,22,3,7,22,4,4,0
25,1,40,3,1,20,1,18,0
28,3,42,2,7,48,2,9,0
58,3,20,5,8,52,3,19,0
54,4,44,4,3,46,1,15,0
31,1,42,4,7,52,2,10,0
47,2,34,5,1,52,2,14,0
52,2,33,3,9,32,2,15,0
38,1,20,2,7,61,4,5,0
54,1,35,3,5,47,3,3,0
22,2,2,4,4,39,2,4,0
36,1,5,1,2,63,4,9,0
31,4,35,3,1,32,3,0,0
43,1,42,5,7,35,3,12,0
21,3,37,3,4,24,4,17,0
42,3,45,2,1,63,3,1,0
62,2,44,4,8,45,2,19,0
59,1,33,2,5,61,3,6,0
42,3,5,1,5,31,4,1,0
35,1,42,4,1,62,4,0,0
57,4,46,3,1,30,2,10,0
25,3,2,2,3,32,1,2,0
56,2,2,3,9,59,2,1,0
57,1,35,2,9,56,4,4,0
31,2,18,3,6,21,4,5,0
49,3,15,4,5,60,1,0,0
55,3,9,2,5,30,1,4,0
50,3,32,2,4,34,4,5,0
40,4,0,1,1,47,2,0,0
32,4,7,1,2,30,1,17,0
50,3,28,4,6,56,1,6,0
42,1,43,4,1,44,3,2,0
34,4,33,5,9,30,4,1,0
50,3,36,4,7,23,1,17,0
64,1,10,1,2,31,2,16,0
19,2,10,1,8,48,1,10,0
31,4,39,3,3,52,2,6,0
57,3,22,3,7,32,5,2,0
57,4,35,2,7,59,1,2,0
56,1,44,1,8,64,4,16,0
23,1,35,1,7,23,4,9,0
23,1,31,5,4,49,2,17,0
20,4,46,3,6,43,5,16,1
24,3,8,4,5,21,4,10,0
25,1,35,5,1,27,1,7,0
59,4,28,5,7,56,1,13,0
32,2,37,1,5,63,1,14,0
64,4,10,2,8,45,2,4,0
46,4,35,4,4,64,3,9,0
50,2,3,3,4,29,5,17,0
47,2,33,5,4,23,4,6,0
56,2,42,1,2,61,3,5,0
44,2,1,1,2,51,2,14,0
53,1,20,4,6,64,2,15,0
46,3,25,4,1,50,4,9,1
55,2,9,1,7,57,2,0,0
50,3,10,1,5,33,5,3,0
54,3,0,5,5,33,1,7,0
44,1,25,4,6,45,1,14,0
50,3,13,5,4,23,4,4,0
21,2,20,4,2,51,2,3,0
39,4,39,1,4,23,5,18,0
19,4,43,2,4,27,1,2,0
27,4,2,5,3,34,4,15,0
22,3,20,3,7,40,4,9,0
27,4,4,5,2,23,1,9,0
50,1,41,5,2,50,2,8,0
55,4,39,2,8,58,5,0,0
30,4,15,1,3,47,4,19,1
48,3,34,1,5,23,4,7,0
64,3,45,3,8,56,3,12,0
53,3,1,1,1,45,5,15,0
62,2,10,4,4,46,3,9,0
41,2,6,4,1,30,1,6,0
32,3,3,3,7,39,2,17,0
46,4,37,5,3,25,4,19,0
25,3,39,2,5,61,2,3,0
22,1,7,5,4,32,1,13,0
46,4,27,3,8,26,5,7,0
64,4,34,1,5,32,4,11,0
21,3,9,3,8,52,2,8,0
29,4,3,5,7,32,3,1,0
62,4,45,3,3,46,3,19,0
19,1,34,3,7,20,3,0,0
44,1,28,5,2,56,2,13,0
48,3,12,1,5,46,1,6,0
53,4,16,2,7,63,4,18,1
53,2,18,3,1,40,5,17,0
43,1,9,3,4,30,5,18,0
60,2,26,2,7,62,3,5,0
44,2,10,4,6,46,5,14,1
22,2,14,2,1,20,1,8,0
37,1,3,2,9,47,3,19,0
28,1,18,5,3,52,1,5,0
27,4,23,5,2,33,5,14,0
57,3,40,4,7,61,3,2,0
55,4,28,3,5,22,1,1,0
23,1,3,3,5,23,4,4,0
25,4,4,1,2,41,2,2,0
40,3,27,5,7,23,2,9,0
64,4,4,1,6,64,2,8,0
43,1,31,2,1,47,3,19,0
63,2,37,4,1,64,5,18,1
60,4,40,2,1,63,1,16,0
29,1,23,5,1,53,4,13,0
43,2,12,4,8,46,3,18,0
30,1,26,3,7,58,1,9,0
57,4,41,2,8,49,1,19,0
35,2,17,5,5,41,4,13,1
42,4,37,3,6,30,1,18,0
50,3,29,2,3,29,1,17,0
64,2,32,1,1,63,1,2,0
57,2,45,3,5,31,4,8,0
60,1,41,3,3,43,1,2,0
29,4,32,4,4,44,2,9,0
61,3,17,2,7,47,4,6,1
53,1,20,4,9,39,1,14,0
21,2,44,2,6,45,1,8,0
22,2,44,1,4,25,3,6,0
54,2,17,5,3,52,1,7,0
25,2,31,2,2,50,4,17,1
59,1,37,4,8,40,5,0,0
45,4,32,3,3,61,3,10,0
48,4,15,3,2,27,4,4,0
26,1,8,3,2,30,4,19,0
46,1,40,2,3,32,3,6,0
31,3,27,5,9,31,1,17,0
57,4,26,2,9,64,3,15,0
58,4,10,4,4,27,3,6,0
39,2,31,3,1,52,3,12,0
28,4,28,4,5,44,4,0,0
40,3,7,1,5,39,2,10,0
18,2,5,3,3,22,4,4,0
63,1,41,4,8,42,4,19,0
54,2,2,5,7,61,5,0,0
38,2,38,2,8,58,2,0,0
43,4,43,3,5,41,4,4,0
63,3,6,5,5,29,4,17,0
53,1,6,4,9,64,1,5,0
40,2,2,1,9,27,3,14,0
18,4,7,2,3,48,2,16,0
57,1,25,2,9,61,5,12,0
32,3,30,2,7,22,4,1,0
38,2,26,5,1,38,5,8,0
64,2,37,3,1,51,3,16,0
26,4,0,2,9,43,1,16,0
26,2,32,3,6,26,4,19,0
27,4,16,5,4,42,3,18,0
43,4,31,5,7,50,3,12,0
58,4,40,4,1,56,5,9,1
52,2,40,3,3,59,3,1,0
42,4,36,2,1,48,1,3,0
43,1,20,2,5,40,2,6,0
28,3,20,2,1,42,4,5,1
55,3,27,5,1,49,1,14,0
19,2,5,2,9,38,5,8,0
24,3,35,3,9,64,1,14,0
35,3,4,4,4,51,4,9,0
44,1,39,5,2,29,5,8,0
51,1,34,2,9,45,1,10,0
44,4,33,1,4,64,4,1,0
34,1,8,2,4,59,1,1,0
60,1,34,1,8,23,3,16,0
61,2,9,4,7,63,1,19,0
41,1,28,3,5,53,3,5,0
42,4,13,5,3,62,3,10,0
24,2,5,2,6,44,3,17,0
23,3,21,5,5,61,3,7,0
41,3,15,4,2,52,1,1,0
50,4,18,4,5,45,3,12,0
46,4,40,5,2,27,2,4,0
60,1,10,2,5,58,3,5,0
39,2,29,2,5,47,5,8,1
43,2,4,5,7,25,5,14,0
45,2,35,3,9,21,2,11,0
38,4,6,5,3,44,5,8,1
24,3,12,5,4,25,1,3,0
34,1,14,1,3,37,3,8,0
37,3,3,3,8,64,3,17,0
58,2,34,2,5,28,1,15,0
37,3,4,4,2,28,4,16,0
39,1,12,3,8,50,1,2,0
45,1,32,5,3,46,5,0,0
57,1,19,5,3,36,5,19,0
24,2,46,1,6,53,4,0,0
18,3,7,2,4,63,1,16,0
49,4,46,3,3,45,2,10,0
30,2,16,4,2,48,2,13,0
47,1,4,1,6,28,4,7,0
40,4,30,5,2,27,5,18,0
36,2,7,5,1,43,5,2,0
49,1,1,5,8,63,3,11,0
47,3,0,3,9,49,2,15,0
46,4,25,1,6,62,5,15,1
62,1,6,4,5,46,1,3,0
46,4,11,1,4,54,5,8,1
47,3,13,1,7,40,3,19,0
33,4,22,3,3,28,4,17,0
57,3,24,3,8,63,2,6,0
36,1,24,2,7,44,4,0,0
35,4,14,3,1,26,4,1,0
18,3,35,4,3,22,5,19,0
31,3,39,2,4,47,4,17,1
64,1,21,3,6,42,3,17,0
19,1,10,2,7,26,4,2,0
45,1,25,5,7,63,5,12,0
47,4,24,3,4,41,3,11,0
55,2,40,3,3,21,5,18,0
21,1,23,3,4,42,3,7,0
18,4,19,5,8,39,3,1,0
25,1,5,2,6,29,2,13,0
46,4,24,2,9,55,5,6,1
56,3,14,1,5,40,5,19,0
20,3,13,1,7,42,2,7,0
49,3,24,5,9,30,4,16,0
27,2,4,5,2,21,1,2,0
27,4,32,3,4,37,4,7,0
36,2,16,4,3,42,3,6,0
63,1,32,5,6,63,5,16,0
51,3,20,4,9,41,3,14,0
50,3,30,3,2,35,3,11,0
40,3,10,1,9,33,3,6,0
45,2,25,4,7,38,5,6,0
49,1,32,1,3,52,4,12,0
24,2,41,2,9,53,2,12,0
46,3,12,2,1,49,3,17,0
25,2,29,4,7,64,1,4,0
18,1,40,3,4,50,2,10,0
20,1,32,3,8,30,1,11,0
41,3,22,1,8,50,4,9,1
40,2,9,1,2,28,5,19,0
25,3,5,4,2,54,1,16,0
64,3,33,5,9,24,4,13,0
54,1,37,1,4,27,2,14,0
20,3,29,2,1,27,4,0,0
50,3,32,4,8,44,3,11,0
45,1,45,1,2,56,5,5,0
64,2,20,5,5,26,5,2,0
25,2,6,5,9,38,4,6,0
51,2,41,4,4,34,1,4,0
52,1,9,5,1,46,4,4,0
49,3,6,1,3,56,4,18,1
41,2,8,2,4,28,2,10,0
31,1,5,2,4,24,3,6,0
49,4,3,4,8,48,1,8,0
63,2,30,1,9,47,2,1,0
60,2,25,2,1,40,5,18,0
33,2,8,2,6,63,5,13,1
21,3,0,5,9,53,5,0,0
54,4,37,4,3,33,2,5,0
38,1,12,2,5,34,1,5,0
31,2,29,3,5,60,5,15,1
48,2,20,3,1,34,3,4,0
35,1,3,2,7,55,3,7,0
24,1,7,4,3,32,2,19,0
27,1,15,3,4,42,1,2,0
24,1,8,1,5,24,1,6,0
50,4,44,4,5,25,3,2,0
40,1,13,2,4,60,5,7,0
38,3,8,5,7,62,4,10,1
36,1,31,5,9,30,2,15,0
36,2,35,1,3,51,2,10,0
53,3,27,3,9,35,4,17,0
46,2,15,3,8,51,4,19,1
35,3,11,4,2,64,3,2,0
19,1,31,3,7,59,3,9,0
18,3,46,4,7,36,2,4,0
64,2,16,2,7,55,5,8,1
22,4,9,2,2,59,1,18,0
37,3,42,4,6,23,5,15,0
28,3,4,3,5,54,4,5,0
59,1,28,3,5,32,3,17,0
19,2,24,1,3,58,1,7,0
20,4,36,5,2,23,5,13,0
40,3,26,5,4,49,1,10,0
29,2,42,4,2,59,3,18,0
37,3,7,1,9,21,5,3,0
22,4,44,4,7,34,2,10,0
54,2,21,5,7,29,3,11,0
55,4,32,5,1,47,5,19,1
47,2,7,5,9,39,3,8,0
26,2,6,4,5,32,5,8,0
51,1,30,4,2,53,2,13,0
61,1,0,3,1,24,5,2,0
52,2,36,4,7,61,4,1,0
39,2,43,4,7,41,1,19,0
61,1,45,5,4,50,2,9,0
41,3,2,3,4,52,3,19,0
34,2,27,1,3,59,1,13,0
27,4,9,3,1,34,1,1,0
47,2,33,1,6,55,5,14,1
63,1,21,4,7,56,3,7,0
40,3,4,5,3,27,4,12,0
49,2,32,5,1,44,1,8,0
34,2,20,1,8,61,4,17,1
34,2,34,4,7,51,3,16,0
31,2,31,5,7,60,2,11,0
26,4,22,1,3,38,1,5,0
57,4,23,1,7,47,4,4,0
19,4,22,3,5,26,5,6,0
62,1,33,2,8,41,4,6,0
42,3,33,5,2,40,4,0,0
56,4,0,2,3,30,3,16,0
26,4,24,4,2,31,2,19,0
39,4,32,5,1,28,4,19,0
60,3,30,4,3,28,4,0,0
63,2,12,1,3,52,3,7,0
21,3,28,4,6,53,4,8,1
43,4,20,5,8,28,2,15,0
46,3,14,4,2,60,5,16,1
62,4,20,3,2,45,2,13,0
51,3,33,4,1,40,2,17,0
40,2,3,1,1,51,1,7,0
54,3,42,2,6,62,1,8,0
28,3,41,3,2,46,4,18,1
23,4,42,4,1,55,5,13,1
35,2,6,4,1,45,2,10,0
38,4,29,5,7,53,2,9,0
59,1,44,2,1,40,3,4,0
53,1,34,2,9,63,5,13,0
58,1,17,3,6,34,3,4,0
55,4,34,3,4,60,2,0,0
51,4,30,3,1,46,2,18,0
34,1,0,1,4,38,3,0,0
54,3,38,3,7,26,4,11,0
42,2,10,3,3,54,1,8,0
55,1,4,2,1,47,3,11,0
29,2,34,2,1,54,4,12,1
40,1,26,5,6,45,2,11,0
59,3,1,2,7,45,2,15,0
39,2,29,2,1,26,3,13,0
38,4,10,4,7,34,4,11,0
44,1,46,3,9,50,1,1,0
48,3,21,1,8,32,4,19,0
23,3,18,4,1,55,2,18,0
44,3,18,3,5,57,2,10,0
57,1,5,2,5,55,4,5,0
51,2,40,3,3,64,2,3,0
29,1,28,2,1,27,2,13,0
62,3,31,1,6,29,2,16,0
24,3,36,5,8,47,5,15,1
27,4,40,5,8,27,4,12,0
62,1,36,5,3,29,1,10,0
34,2,21,1,2,37,2,3,0
43,1,6,1,7,37,1,7,0
38,2,28,1,6,31,5,2,0
45,2,39,5,7,21,4,4,0
63,4,39,3,8,22,3,13,0
19,1,26,3,8,23,4,19,0
60,2,9,2,1,57,5,18,1
18,2,3,5,3,38,1,2,0
53,4,42,5,2,64,5,5,1
43,3,42,4,3,39,4,1,0
46,4,44,1,7,44,5,13,1
38,3,19,4,6,42,2,6,0
28,3,43,5,3,63,3,11,0
57,4,25,3,1,52,3,13,0
28,3,7,5,3,42,3,1,0
53,2,45,5,2,29,5,7,0
56,2,44,2,2,48,4,12,1
57,3,44,4,8,62,5,0,0
52,1,35,3,9,61,3,10,0
51,3,37,1,8,39,1,0,0
64,1,5,2,2,52,1,7,0
41,1,29,1,4,25,4,15,0
39,3,31,2,2,34,1,14,0
22,4,9,5,1,64,3,4,0
50,1,34,3,7,40,4,19,0
53,1,41,2,3,34,4,15,0
64,3,26,1,3,57,4,10,1
37,2,24,3,4,47,1,16,0
36,4,28,5,7,25,2,0,0
52,1,13,1,8,29,3,5,0
60,3,36,1,2,26,1,18,0
34,2,6,1,2,34,3,18,0
62,4,46,3,8,52,1,19,0
60,4,35,2,6,48,3,17,0
51,4,3,4,8,63,5,1,0
26,4,44,2,3,29,1,5,0
43,2,5,3,6,64,2,4,0
19,2,19,2,6,26,2,19,0
26,4,45,5,8,58,1,9,0
26,2,26,4,5,39,3,12,0
57,2,37,3,4,48,3,3,0
34,1,6,3,9,60,3,9,0
18,4,22,4,4,46,2,2,0
42,2,40,5,3,29,1,0,0
60,1,15,2,9,26,5,14,0
57,3,0,4,4,31,3,6,0
59,3,30,3,3,27,4,15,0
42,3,43,2,1,49,4,16,1
56,4,18,1,7,47,3,4,0
52,2,30,1,7,35,4,7,0
20,3,35,3,9,55,5,13,1
54,4,26,1,6,40,3,8,0
61,1,13,4,1,20,4,0,0
61,1,35,5,8,45,4,14,0
47,2,28,3,7,39,3,1,0
55,2,42,5,6,36,1,16,0
51,3,23,1,5,57,5,8,1
29,2,29,2,3,34,5,12,0
36,4,33,3,1,61,4,4,0
54,2,33,1,8,21,1,19,0
61,3,6,5,4,33,3,5,0
34,2,40,2,2,25,2,2,0
27,1,41,5,7,51,3,17,0
64,4,42,2,1,35,4,15,0
29,2,31,1,5,24,2,4,0
33,3,34,5,9,51,3,9,0
41,1,1,1,1,54,2,5,0
36,3,38,3,8,56,3,4,0
25,3,30,2,2,50,2,13,0
48,2,37,1,6,57,3,14,0
38,4,25,5,2,33,4,10,0
34,4,15,2,4,20,2,2,0
40,3,36,1,3,57,1,9,0
54,4,39,1,1,40,2,2,0
33,4,1,1,3,63,5,11,0
23,4,36,2,5,25,3,5,0
25,1,38,5,3,41,2,11,0
42,1,7,3,4,20,5,3,0
35,1,10,1,6,28,3,5,0
42,1,7,2,9,58,5,8,0
29,2,25,3,2,29,5,19,0
32,3,18,4,9,22,2,11,0
43,2,27,5,3,41,1,17,0
58,1,3,4,6,20,1,17,0
62,2,10,5,2,41,1,7,0
43,3,33,5,9,62,5,12,1
64,3,10,2,7,58,3,1,0
49,2,1,3,6,57,1,9,0
27,3,6,3,1,53,2,3,0
33,1,10,3,2,56,4,19,0
24,2,27,1,1,33,1,11,0
34,3,5,4,8,47,4,19,1
40,1,36,4,5,47,1,13,0
43,2,18,3,3,55,3,17,0
38,3,35,3,9,26,1,12,0
39,4,42,1,4,20,3,14,0
24,3,31,5,4,58,3,13,0
31,1,44,1,7,42,4,10,0
32,3,34,5,8,55,5,4,0
24,2,26,1,8,20,5,9,0
26,1,23,4,5,38,2,4,0
25,4,22,1,5,51,1,13,0
40,2,11,3,3,41,5,1,0
46,4,9,4,4,21,5,16,0
35,1,37,3,1,36,3,4,0
48,3,6,4,8,28,1,16,0
47,1,41,3,6,30,2,16,0
56,1,6,3,7,30,2,8,0
52,4,42,1,6,23,4,17,0
35,2,13,3,6,53,1,15,0
59,3,17,5,4,20,2,6,0
56,2,36,3,7,25,2,16,0
34,2,20,5,4,61,2,19,0
31,3,35,1,3,46,2,10,0
48,1,40,5,9,49,3,12,0
41,2,16,3,2,55,4,3,0
52,1,13,2,6,56,4,19,0
61,3,37,1,5,53,5,4,0
62,4,12,2,8,53,5,5,1
51,4,7,1,4,59,3,19,0
20,4,6,3,2,63,2,16,0
54,1,11,1,7,25,2,12,0
60,4,39,4,4,22,1,1,0
57,4,45,2,5,50,3,13,0
43,3,32,5,8,34,2,7,0
40,3,1,3,8,32,5,1,0
61,4,16,2,6,39,5,7,0
56,4,44,5,5,24,4,18,0
32,1,28,1,3,50,3,3,0
21,3,20,2,8,40,3,16,0
46,2,10,5,1,33,3,2,0
39,2,31,3,1,44,4,10,1
42,1,17,4,9,38,2,10,0
30,2,31,3,3,35,3,15,0
35,3,46,5,6,50,3,8,0
50,2,24,3,9,32,4,7,0
33,4,34,3,6,30,4,13,0
62,2,10,4,1,64,1,10,0
59,1,35,1,3,21,1,0,0
61,3,10,1,1,59,4,13,1
19,2,29,2,6,45,5,1,0
52,3,7,3,8,37,4,17,0
59,1,6,3,1,27,4,2,0
51,2,10,2,9,24,2,2,0
47,4,9,4,3,61,1,5,0
30,3,18,1,8,39,3,11,0
30,2,37,3,3,38,3,8,0
35,4,7,5,2,56,4,1,0
49,1,4,4,9,41,2,19,0
49,4,12,2,5,51,2,15,0
52,1,17,2,5,33,2,7,0
56,3,28,5,8,29,2,15,0
63,2,4,2,3,49,5,18,0
46,2,17,5,6,31,5,15,0
46,3,43,3,9,58,5,9,1
61,1,44,1,5,62,3,2,0
33,1,36,5,3,49,4,4,0
61,2,38,2,3,64,3,2,0
64,3,28,3,4,62,3,16,0
27,2,29,1,8,26,1,1,0
47,1,24,1,7,46,5,18,0
42,1,19,3,8,56,1,1,0
56,4,45,4,6,27,2,18,0
37,1,24,5,6,40,1,10,0
22,2,42,5,6,32,1,12,0
18,4,32,3,5,45,3,7,0
47,4,8,1,2,45,4,19,1
20,3,45,4,5,32,3,3,0
62,4,30,4,8,49,5,9,1
31,4,3,4,7,25,3,19,0
47,4,33,4,1,57,1,19,0
21,2,5,1,9,29,1,11,0
35,3,12,3,9,23,1,8,0
54,2,15,4,1,33,5,17,0
